Snake DQN Training Log - 20251014_214114
==================================================
Grid Size: 15x20
Total Episodes: 3000
Final Average Score: 1.18
Best Score: 14
Final Epsilon: 0.0200

Episode Details:
Episode	Score	AvgScore	Epsilon	Reward
1549	4	0.94	0.0200	16.94
1550	0	0.93	0.0200	-2.50
1551	0	0.93	0.0200	-1.18
1552	0	0.93	0.0200	2.09
1553	0	0.93	0.0200	0.42
1554	0	0.93	0.0200	-2.54
1555	0	0.93	0.0200	0.65
1556	5	0.95	0.0200	9.89
1557	2	0.97	0.0200	4.28
1558	0	0.97	0.0200	0.24
1559	0	0.92	0.0200	-0.53
1560	1	0.91	0.0200	2.57
1561	2	0.93	0.0200	5.22
1562	0	0.93	0.0200	-0.61
1563	0	0.86	0.0200	0.10
1564	0	0.84	0.0200	-1.99
1565	2	0.86	0.0200	4.41
1566	1	0.86	0.0200	-0.25
1567	1	0.87	0.0200	3.26
1568	1	0.87	0.0200	1.14
1569	1	0.87	0.0200	4.88
1570	0	0.86	0.0200	-2.23
1571	2	0.87	0.0200	4.20
1572	0	0.87	0.0200	-1.27
1573	0	0.87	0.0200	-0.55
1574	3	0.90	0.0200	6.54
1575	2	0.91	0.0200	4.83
1576	2	0.93	0.0200	5.34
1577	0	0.93	0.0200	-1.34
1578	0	0.91	0.0200	-1.30
1579	3	0.94	0.0200	4.32
1580	1	0.95	0.0200	3.24
1581	0	0.90	0.0200	-1.37
1582	0	0.89	0.0200	-0.37
1583	0	0.89	0.0200	-0.79
1584	1	0.90	0.0200	1.63
1585	2	0.92	0.0200	3.03
1586	0	0.91	0.0200	-0.96
1587	2	0.92	0.0200	7.22
1588	0	0.92	0.0200	-1.61
1589	1	0.93	0.0200	4.82
1590	1	0.94	0.0200	2.28
1591	2	0.94	0.0200	5.31
1592	1	0.90	0.0200	1.50
1593	1	0.89	0.0200	0.21
1594	1	0.89	0.0200	2.32
1595	0	0.89	0.0200	-0.73
1596	2	0.91	0.0200	3.59
1597	0	0.88	0.0200	-0.94
1598	1	0.89	0.0200	1.18
1599	0	0.89	0.0200	-1.62
1600	1	0.88	0.0200	1.84
1601	2	0.89	0.0200	4.51
1602	1	0.90	0.0200	-0.83
1603	0	0.90	0.0200	-1.65
1604	2	0.92	0.0200	3.24
1605	1	0.93	0.0200	3.33
1606	0	0.93	0.0200	-1.71
1607	1	0.94	0.0200	2.44
1608	1	0.95	0.0200	2.16
1609	1	0.95	0.0200	-0.27
1610	2	0.97	0.0200	1.28
1611	0	0.94	0.0200	-1.71
1612	1	0.95	0.0200	1.85
1613	0	0.93	0.0200	-2.54
1614	1	0.93	0.0200	1.99
1615	0	0.93	0.0200	0.36
1616	0	0.91	0.0200	-0.23
1617	0	0.91	0.0200	0.23
1618	0	0.91	0.0200	-0.05
1619	0	0.88	0.0200	-2.15
1620	2	0.89	0.0200	5.07
1621	0	0.87	0.0200	-0.99
1622	1	0.88	0.0200	1.50
1623	0	0.87	0.0200	-2.13
1624	0	0.87	0.0200	-2.39
1625	0	0.86	0.0200	1.14
1626	1	0.86	0.0200	7.13
1627	0	0.85	0.0200	-1.76
1628	0	0.84	0.0200	-0.45
1629	0	0.83	0.0200	-0.91
1630	0	0.82	0.0200	-1.40
1631	0	0.80	0.0200	-0.25
1632	0	0.78	0.0200	0.28
1633	0	0.78	0.0200	-0.50
1634	0	0.78	0.0200	-0.79
1635	0	0.76	0.0200	-2.55
1636	0	0.76	0.0200	0.17
1637	0	0.76	0.0200	-1.14
1638	1	0.77	0.0200	-0.07
1639	0	0.75	0.0200	0.75
1640	0	0.73	0.0200	2.49
1641	0	0.73	0.0200	-0.15
1642	5	0.77	0.0200	16.10
1643	2	0.79	0.0200	2.83
1644	0	0.78	0.0200	-1.86
1645	0	0.78	0.0200	-1.15
1646	0	0.77	0.0200	-0.06
1647	0	0.75	0.0200	-0.92
1648	0	0.74	0.0200	-1.11
1649	1	0.71	0.0200	3.32
1650	1	0.72	0.0200	3.62
1651	0	0.72	0.0200	0.38
1652	0	0.72	0.0200	-2.34
1653	2	0.74	0.0200	3.99
1654	1	0.75	0.0200	1.01
1655	0	0.75	0.0200	-2.05
1656	0	0.70	0.0200	0.72
1657	1	0.69	0.0200	0.79
1658	2	0.71	0.0200	5.10
1659	2	0.73	0.0200	8.12
1660	0	0.72	0.0200	-2.20
1661	1	0.71	0.0200	3.85
1662	2	0.73	0.0200	6.03
1663	1	0.74	0.0200	1.79
1664	1	0.75	0.0200	1.17
1665	0	0.73	0.0200	-0.30
1666	0	0.72	0.0200	-2.06
1667	0	0.71	0.0200	-0.89
1668	0	0.70	0.0200	-1.06
1669	1	0.70	0.0200	0.32
1670	0	0.70	0.0200	1.80
1671	1	0.69	0.0200	3.91
1672	2	0.71	0.0200	4.72
1673	1	0.72	0.0200	0.32
1674	0	0.69	0.0200	-1.51
1675	2	0.69	0.0200	5.25
1676	0	0.67	0.0200	-2.05
1677	0	0.67	0.0200	-0.62
1678	0	0.67	0.0200	-2.57
1679	0	0.64	0.0200	-1.27
1680	0	0.63	0.0200	-2.05
1681	0	0.63	0.0200	-0.49
1682	0	0.63	0.0200	-1.11
1683	2	0.65	0.0200	9.98
1684	1	0.65	0.0200	4.71
1685	0	0.63	0.0200	-0.84
1686	1	0.64	0.0200	2.62
1687	0	0.62	0.0200	-2.02
1688	0	0.62	0.0200	-1.50
1689	2	0.63	0.0200	5.37
1690	2	0.64	0.0200	5.37
1691	0	0.62	0.0200	1.03
1692	2	0.63	0.0200	4.73
1693	0	0.62	0.0200	0.69
1694	0	0.61	0.0200	0.24
1695	1	0.62	0.0200	0.59
1696	1	0.61	0.0200	2.78
1697	1	0.62	0.0200	7.95
1698	0	0.61	0.0200	-1.30
1699	4	0.65	0.0200	13.58
1700	1	0.65	0.0200	3.14
1701	0	0.63	0.0200	-1.69
1702	0	0.62	0.0200	-1.69
1703	1	0.63	0.0200	3.75
1704	1	0.62	0.0200	5.09
1705	0	0.61	0.0200	-2.00
1706	5	0.66	0.0200	12.53
1707	1	0.66	0.0200	3.11
1708	1	0.66	0.0200	3.07
1709	0	0.65	0.0200	-1.69
1710	0	0.63	0.0200	-0.47
1711	0	0.63	0.0200	-0.90
1712	1	0.63	0.0200	2.14
1713	1	0.64	0.0200	1.36
1714	1	0.64	0.0200	4.64
1715	1	0.65	0.0200	0.90
1716	0	0.65	0.0200	-0.39
1717	0	0.65	0.0200	-0.53
1718	0	0.65	0.0200	-0.59
1719	0	0.65	0.0200	-0.88
1720	0	0.63	0.0200	-0.17
1721	0	0.63	0.0200	-0.63
1722	4	0.66	0.0200	11.70
1723	2	0.68	0.0200	7.07
1724	0	0.68	0.0200	-0.81
1725	0	0.68	0.0200	-1.29
1726	1	0.68	0.0200	2.43
1727	2	0.70	0.0200	4.80
1728	0	0.70	0.0200	2.15
1729	1	0.71	0.0200	5.78
1730	1	0.72	0.0200	2.96
1731	0	0.72	0.0200	-0.96
1732	0	0.72	0.0200	1.44
1733	0	0.72	0.0200	-1.24
1734	0	0.72	0.0200	-2.11
1735	1	0.73	0.0200	1.12
1736	0	0.73	0.0200	-1.37
1737	0	0.73	0.0200	-0.80
1738	2	0.74	0.0200	3.94
1739	0	0.74	0.0200	0.40
1740	1	0.75	0.0200	6.18
1741	3	0.78	0.0200	12.44
1742	0	0.73	0.0200	-2.40
1743	3	0.74	0.0200	5.76
1744	0	0.74	0.0200	-1.04
1745	3	0.77	0.0200	7.57
1746	2	0.79	0.0200	6.13
1747	1	0.80	0.0200	1.15
1748	0	0.80	0.0200	5.25
1749	1	0.80	0.0200	5.47
1750	1	0.80	0.0200	0.18
1751	0	0.80	0.0200	-1.35
1752	0	0.80	0.0200	-2.05
1753	0	0.78	0.0200	-2.05
1754	1	0.78	0.0200	6.83
1755	0	0.78	0.0200	-1.24
1756	0	0.78	0.0200	-0.43
1757	1	0.78	0.0200	2.02
1758	1	0.77	0.0200	7.12
1759	2	0.77	0.0200	4.37
1760	1	0.78	0.0200	2.90
1761	0	0.77	0.0200	-1.05
1762	1	0.76	0.0200	2.13
1763	0	0.75	0.0200	-1.65
1764	2	0.76	0.0200	3.67
1765	2	0.78	0.0200	3.27
1766	1	0.79	0.0200	2.48
1767	1	0.80	0.0200	1.64
1768	1	0.81	0.0200	2.06
1769	0	0.80	0.0200	0.11
1770	1	0.81	0.0200	3.22
1771	0	0.80	0.0200	-0.80
1772	0	0.78	0.0200	-2.02
1773	0	0.77	0.0200	-1.29
1774	1	0.78	0.0200	1.11
1775	1	0.77	0.0200	-0.29
1776	0	0.77	0.0200	-1.02
1777	0	0.77	0.0200	-1.87
1778	0	0.77	0.0200	-0.74
1779	1	0.78	0.0200	3.47
1780	0	0.78	0.0200	-0.70
1781	1	0.79	0.0200	4.96
1782	0	0.79	0.0200	-2.08
1783	0	0.77	0.0200	-0.03
1784	1	0.77	0.0200	4.60
1785	1	0.78	0.0200	1.68
1786	0	0.77	0.0200	-0.43
1787	1	0.78	0.0200	3.16
1788	2	0.80	0.0200	5.10
1789	0	0.78	0.0200	-0.65
1790	0	0.76	0.0200	-2.54
1791	0	0.76	0.0200	-0.76
1792	0	0.74	0.0200	-2.13
1793	1	0.75	0.0200	4.78
1794	2	0.77	0.0200	7.43
1795	2	0.78	0.0200	5.34
1796	2	0.79	0.0200	8.59
1797	1	0.79	0.0200	2.25
1798	0	0.79	0.0200	1.29
1799	0	0.75	0.0200	-1.01
1800	2	0.76	0.0200	3.64
1801	0	0.76	0.0200	-1.23
1802	0	0.76	0.0200	-1.16
1803	0	0.75	0.0200	0.96
1804	3	0.77	0.0200	11.88
1805	0	0.77	0.0200	-0.73
1806	1	0.73	0.0200	1.23
1807	1	0.73	0.0200	10.31
1808	0	0.72	0.0200	0.70
1809	0	0.72	0.0200	-1.61
1810	0	0.72	0.0200	-1.54
1811	1	0.73	0.0200	4.36
1812	1	0.73	0.0200	3.15
1813	0	0.72	0.0200	0.35
1814	3	0.74	0.0200	9.06
1815	1	0.74	0.0200	3.11
1816	0	0.74	0.0200	0.39
1817	1	0.75	0.0200	0.13
1818	0	0.75	0.0200	-2.10
1819	1	0.76	0.0200	0.72
1820	0	0.76	0.0200	6.36
1821	1	0.77	0.0200	2.80
1822	1	0.74	0.0200	0.93
1823	0	0.72	0.0200	1.03
1824	3	0.75	0.0200	8.07
1825	0	0.75	0.0200	-0.18
1826	0	0.74	0.0200	-1.56
1827	2	0.74	0.0200	5.73
1828	0	0.74	0.0200	0.10
1829	0	0.73	0.0200	1.06
1830	1	0.73	0.0200	2.87
1831	0	0.73	0.0200	1.34
1832	2	0.75	0.0200	5.31
1833	5	0.80	0.0200	16.20
1834	2	0.82	0.0200	4.22
1835	1	0.82	0.0200	7.06
1836	0	0.82	0.0200	1.02
1837	1	0.83	0.0200	4.05
1838	1	0.82	0.0200	3.28
1839	2	0.84	0.0200	3.23
1840	3	0.86	0.0200	14.33
1841	1	0.84	0.0200	4.50
1842	1	0.85	0.0200	1.72
1843	0	0.82	0.0200	1.92
1844	2	0.84	0.0200	3.41
1845	0	0.81	0.0200	-1.07
1846	1	0.80	0.0200	0.18
1847	0	0.79	0.0200	-2.05
1848	0	0.79	0.0200	4.80
1849	1	0.79	0.0200	3.46
1850	0	0.78	0.0200	-0.51
1851	0	0.78	0.0200	-1.13
1852	1	0.79	0.0200	4.22
1853	0	0.79	0.0200	0.14
1854	2	0.80	0.0200	9.05
1855	1	0.81	0.0200	1.86
1856	2	0.83	0.0200	8.52
1857	1	0.83	0.0200	3.97
1858	1	0.83	0.0200	5.80
1859	2	0.83	0.0200	5.21
1860	0	0.82	0.0200	2.74
1861	0	0.82	0.0200	-1.63
1862	2	0.83	0.0200	7.32
1863	1	0.84	0.0200	1.90
1864	0	0.82	0.0200	1.71
1865	0	0.80	0.0200	1.77
1866	2	0.81	0.0200	6.02
1867	0	0.80	0.0200	0.49
1868	1	0.80	0.0200	5.20
1869	0	0.80	0.0200	1.34
1870	0	0.79	0.0200	-1.93
1871	0	0.79	0.0200	-0.64
1872	0	0.79	0.0200	-0.49
1873	0	0.79	0.0200	-0.30
1874	1	0.79	0.0200	3.98
1875	1	0.79	0.0200	1.11
1876	1	0.80	0.0200	2.67
1877	1	0.81	0.0200	7.62
1878	3	0.84	0.0200	8.87
1879	0	0.83	0.0200	-1.91
1880	0	0.83	0.0200	2.83
1881	1	0.83	0.0200	2.90
1882	0	0.83	0.0200	1.45
1883	4	0.87	0.0200	9.83
1884	1	0.87	0.0200	1.81
1885	2	0.88	0.0200	6.05
1886	0	0.88	0.0200	-1.29
1887	1	0.88	0.0200	1.82
1888	0	0.86	0.0200	2.47
1889	0	0.86	0.0200	-0.56
1890	2	0.88	0.0200	6.78
1891	1	0.89	0.0200	3.55
1892	2	0.91	0.0200	3.81
1893	1	0.91	0.0200	1.90
1894	0	0.89	0.0200	0.40
1895	0	0.87	0.0200	-1.42
1896	1	0.86	0.0200	3.20
1897	2	0.87	0.0200	7.40
1898	1	0.88	0.0200	2.98
1899	0	0.88	0.0200	-1.11
1900	2	0.88	0.0200	3.71
1901	0	0.88	0.0200	-0.92
1902	3	0.91	0.0200	7.96
1903	0	0.91	0.0200	-1.11
1904	1	0.89	0.0200	5.58
1905	0	0.89	0.0200	-0.14
1906	3	0.91	0.0200	7.93
1907	0	0.90	0.0200	1.23
1908	1	0.91	0.0200	2.38
1909	2	0.93	0.0200	4.14
1910	0	0.93	0.0200	-1.22
1911	1	0.93	0.0200	8.58
1912	1	0.93	0.0200	1.72
1913	0	0.93	0.0200	0.33
1914	1	0.91	0.0200	4.94
1915	1	0.91	0.0200	3.77
1916	1	0.92	0.0200	5.11
1917	0	0.91	0.0200	1.13
1918	0	0.91	0.0200	-1.73
1919	1	0.91	0.0200	3.17
1920	0	0.91	0.0200	-1.71
1921	1	0.91	0.0200	1.14
1922	0	0.90	0.0200	-1.10
1923	0	0.90	0.0200	-1.10
1924	1	0.88	0.0200	-0.21
1925	3	0.91	0.0200	6.49
1926	1	0.92	0.0200	4.56
1927	0	0.90	0.0200	0.59
1928	4	0.94	0.0200	11.69
1929	3	0.97	0.0200	6.58
1930	2	0.98	0.0200	14.86
1931	1	0.99	0.0200	2.50
1932	0	0.97	0.0200	0.08
1933	0	0.92	0.0200	-0.83
1934	0	0.90	0.0200	-2.52
1935	1	0.90	0.0200	3.34
1936	0	0.90	0.0200	2.35
1937	1	0.90	0.0200	3.51
1938	0	0.89	0.0200	-0.67
1939	0	0.87	0.0200	2.12
1940	2	0.86	0.0200	2.71
1941	2	0.87	0.0200	6.92
1942	0	0.86	0.0200	-1.22
1943	0	0.86	0.0200	0.67
1944	2	0.86	0.0200	4.95
1945	2	0.88	0.0200	3.95
1946	1	0.88	0.0200	3.32
1947	0	0.88	0.0200	-1.46
1948	0	0.88	0.0200	-0.03
1949	1	0.88	0.0200	5.12
1950	1	0.89	0.0200	2.45
1951	1	0.90	0.0200	3.14
1952	1	0.90	0.0200	3.22
1953	0	0.90	0.0200	-0.73
1954	1	0.89	0.0200	0.84
1955	0	0.88	0.0200	1.07
1956	1	0.87	0.0200	2.72
1957	0	0.86	0.0200	-1.45
1958	2	0.87	0.0200	5.72
1959	0	0.85	0.0200	-0.33
1960	0	0.85	0.0200	2.63
1961	3	0.88	0.0200	10.92
1962	2	0.88	0.0200	9.53
1963	0	0.87	0.0200	-2.37
1964	2	0.89	0.0200	8.98
1965	2	0.91	0.0200	11.78
1966	2	0.91	0.0200	8.21
1967	0	0.91	0.0200	-0.03
1968	0	0.90	0.0200	2.37
1969	1	0.91	0.0200	-0.16
1970	1	0.92	0.0200	2.38
1971	2	0.94	0.0200	6.21
1972	0	0.94	0.0200	1.84
1973	0	0.94	0.0200	-0.87
1974	1	0.94	0.0200	1.82
1975	2	0.95	0.0200	9.96
1976	1	0.95	0.0200	2.61
1977	1	0.95	0.0200	5.95
1978	3	0.95	0.0200	8.28
1979	0	0.95	0.0200	-0.52
1980	0	0.95	0.0200	-0.80
1981	1	0.95	0.0200	2.07
1982	2	0.97	0.0200	4.44
1983	1	0.94	0.0200	1.06
1984	2	0.95	0.0200	5.66
1985	2	0.95	0.0200	5.89
1986	5	1.00	0.0200	12.96
1987	2	1.01	0.0200	8.17
1988	1	1.02	0.0200	0.88
1989	0	1.02	0.0200	3.15
1990	0	1.00	0.0200	-1.26
1991	1	1.00	0.0200	1.94
1992	0	0.98	0.0200	-0.51
1993	1	0.98	0.0200	0.56
1994	1	0.99	0.0200	3.79
1995	0	0.99	0.0200	-0.38
1996	0	0.98	0.0200	-0.03
1997	0	0.96	0.0200	2.31
1998	0	0.95	0.0200	-0.77
1999	3	0.98	0.0200	6.17
2000	0	0.96	0.0200	-1.77
2001	0	0.96	0.0200	-1.50
2002	0	0.93	0.0200	3.47
2003	3	0.96	0.0200	11.31
2004	0	0.95	0.0200	1.04
2005	5	1.00	0.0200	18.73
2006	1	0.98	0.0200	3.70
2007	1	0.99	0.0200	0.89
2008	1	0.99	0.0200	0.48
2009	0	0.97	0.0200	0.67
2010	0	0.97	0.0200	11.15
2011	1	0.97	0.0200	2.05
2012	1	0.97	0.0200	6.36
2013	0	0.97	0.0200	-1.29
2014	0	0.96	0.0200	-0.23
2015	1	0.96	0.0200	2.56
2016	2	0.97	0.0200	7.47
2017	0	0.97	0.0200	1.11
2018	2	0.99	0.0200	6.71
2019	1	0.99	0.0200	2.09
2020	1	1.00	0.0200	3.85
2021	2	1.01	0.0200	4.61
2022	1	1.02	0.0200	2.99
2023	1	1.03	0.0200	3.31
2024	1	1.03	0.0200	8.70
2025	3	1.03	0.0200	6.49
2026	0	1.02	0.0200	1.53
2027	0	1.02	0.0200	-1.61
2028	1	0.99	0.0200	8.45
2029	4	1.00	0.0200	12.60
2030	0	0.98	0.0200	-0.24
2031	1	0.98	0.0200	1.28
2032	1	0.99	0.0200	11.43
2033	1	1.00	0.0200	2.48
2034	0	1.00	0.0200	-1.88
2035	2	1.01	0.0200	7.02
2036	1	1.02	0.0200	3.66
2037	1	1.02	0.0200	3.69
2038	0	1.02	0.0200	-2.00
2039	2	1.04	0.0200	11.44
2040	0	1.02	0.0200	3.76
2041	0	1.00	0.0200	2.69
2042	3	1.03	0.0200	12.64
2043	1	1.04	0.0200	3.32
2044	1	1.03	0.0200	4.58
2045	0	1.01	0.0200	-0.01
2046	1	1.01	0.0200	0.75
2047	3	1.04	0.0200	5.57
2048	1	1.05	0.0200	8.89
2049	2	1.06	0.0200	5.40
2050	1	1.06	0.0200	0.91
2051	0	1.05	0.0200	-1.64
2052	4	1.08	0.0200	10.65
2053	1	1.09	0.0200	4.30
2054	1	1.09	0.0200	5.07
2055	0	1.09	0.0200	-0.25
2056	4	1.12	0.0200	10.56
2057	0	1.12	0.0200	-2.28
2058	3	1.13	0.0200	7.97
2059	1	1.14	0.0200	3.60
2060	0	1.14	0.0200	5.17
2061	0	1.11	0.0200	13.47
2062	2	1.11	0.0200	4.70
2063	1	1.12	0.0200	2.94
2064	0	1.10	0.0200	4.75
2065	0	1.08	0.0200	0.10
2066	1	1.07	0.0200	3.38
2067	0	1.07	0.0200	0.85
2068	1	1.08	0.0200	3.32
2069	1	1.08	0.0200	2.32
2070	0	1.07	0.0200	0.18
2071	1	1.06	0.0200	0.68
2072	0	1.06	0.0200	-0.30
2073	0	1.06	0.0200	-1.46
2074	0	1.05	0.0200	-1.06
2075	0	1.03	0.0200	-1.41
2076	0	1.02	0.0200	-0.47
2077	0	1.01	0.0200	0.73
2078	0	0.98	0.0200	9.22
2079	0	0.98	0.0200	1.33
2080	0	0.98	0.0200	-1.73
2081	1	0.98	0.0200	2.06
2082	1	0.97	0.0200	1.33
2083	0	0.96	0.0200	0.38
2084	0	0.94	0.0200	-0.91
2085	0	0.92	0.0200	-0.40
2086	0	0.87	0.0200	2.02
2087	1	0.86	0.0200	3.64
2088	0	0.85	0.0200	4.16
2089	1	0.86	0.0200	4.09
2090	0	0.86	0.0200	0.34
2091	1	0.86	0.0200	2.66
2092	1	0.87	0.0200	1.51
2093	0	0.86	0.0200	-0.65
2094	1	0.86	0.0200	3.10
2095	1	0.87	0.0200	5.18
2096	1	0.88	0.0200	0.88
2097	4	0.92	0.0200	18.17
2098	2	0.94	0.0200	5.37
2099	2	0.93	0.0200	9.25
2100	3	0.96	0.0200	7.55
2101	2	0.98	0.0200	5.03
2102	2	1.00	0.0200	7.47
2103	0	0.97	0.0200	2.66
2104	1	0.98	0.0200	9.15
2105	3	0.96	0.0200	12.32
2106	1	0.96	0.0200	1.65
2107	0	0.95	0.0200	0.46
2108	0	0.94	0.0200	2.64
2109	1	0.95	0.0200	2.38
2110	2	0.97	0.0200	3.43
2111	2	0.98	0.0200	9.03
2112	4	1.01	0.0200	10.59
2113	1	1.02	0.0200	2.08
2114	1	1.03	0.0200	3.71
2115	1	1.03	0.0200	5.37
2116	0	1.01	0.0200	-0.64
2117	3	1.04	0.0200	12.62
2118	0	1.02	0.0200	3.53
2119	1	1.02	0.0200	4.30
2120	2	1.03	0.0200	6.84
2121	3	1.04	0.0200	18.14
2122	1	1.04	0.0200	3.66
2123	3	1.06	0.0200	10.24
2124	0	1.05	0.0200	-0.90
2125	0	1.02	0.0200	-1.56
2126	1	1.03	0.0200	2.67
2127	1	1.04	0.0200	0.93
2128	3	1.06	0.0200	9.00
2129	0	1.02	0.0200	-0.58
2130	1	1.03	0.0200	0.96
2131	0	1.02	0.0200	3.25
2132	0	1.01	0.0200	2.07
2133	3	1.03	0.0200	12.95
2134	1	1.04	0.0200	1.53
2135	1	1.03	0.0200	1.31
2136	1	1.03	0.0200	3.32
2137	0	1.02	0.0200	0.26
2138	4	1.06	0.0200	26.16
2139	4	1.08	0.0200	13.44
2140	1	1.09	0.0200	3.36
2141	0	1.09	0.0200	6.66
2142	1	1.07	0.0200	5.67
2143	0	1.06	0.0200	1.65
2144	0	1.05	0.0200	1.76
2145	0	1.05	0.0200	-0.85
2146	3	1.07	0.0200	11.78
2147	1	1.05	0.0200	6.20
2148	1	1.05	0.0200	10.51
2149	0	1.03	0.0200	0.55
2150	0	1.02	0.0200	2.89
2151	4	1.06	0.0200	10.74
2152	0	1.02	0.0200	7.53
2153	0	1.01	0.0200	1.21
2154	1	1.01	0.0200	5.79
2155	1	1.02	0.0200	5.49
2156	0	0.98	0.0200	2.20
2157	4	1.02	0.0200	16.00
2158	2	1.01	0.0200	12.51
2159	5	1.05	0.0200	12.57
2160	1	1.06	0.0200	5.40
2161	5	1.11	0.0200	19.81
2162	1	1.10	0.0200	4.54
2163	1	1.10	0.0200	4.78
2164	1	1.11	0.0200	0.66
2165	3	1.14	0.0200	7.64
2166	2	1.15	0.0200	6.08
2167	1	1.16	0.0200	3.56
2168	0	1.15	0.0200	2.83
2169	3	1.17	0.0200	9.39
2170	0	1.17	0.0200	-0.86
2171	1	1.17	0.0200	12.97
2172	7	1.24	0.0200	20.94
2173	0	1.24	0.0200	2.99
2174	1	1.25	0.0200	3.28
2175	1	1.26	0.0200	3.96
2176	0	1.26	0.0200	-1.34
2177	1	1.27	0.0200	9.05
2178	1	1.28	0.0200	2.52
2179	2	1.30	0.0200	10.76
2180	1	1.31	0.0200	-0.22
2181	0	1.30	0.0200	-1.88
2182	0	1.29	0.0200	-1.02
2183	0	1.29	0.0200	-2.13
2184	0	1.29	0.0200	-1.06
2185	0	1.29	0.0200	3.72
2186	0	1.29	0.0200	-0.67
2187	1	1.29	0.0200	5.08
2188	2	1.31	0.0200	15.91
2189	1	1.31	0.0200	1.42
2190	1	1.32	0.0200	2.11
2191	1	1.32	0.0200	12.18
2192	2	1.33	0.0200	4.88
2193	0	1.33	0.0200	-2.25
2194	0	1.32	0.0200	-1.70
2195	0	1.31	0.0200	-0.35
2196	0	1.30	0.0200	-1.65
2197	0	1.26	0.0200	-0.50
2198	2	1.26	0.0200	11.63
2199	2	1.26	0.0200	8.97
2200	0	1.23	0.0200	-0.28
2201	2	1.23	0.0200	6.02
2202	0	1.21	0.0200	-1.87
2203	0	1.21	0.0200	-1.82
2204	0	1.20	0.0200	-1.98
2205	1	1.18	0.0200	5.41
2206	1	1.18	0.0200	4.58
2207	0	1.18	0.0200	2.13
2208	0	1.18	0.0200	-1.47
2209	3	1.20	0.0200	6.73
2210	1	1.19	0.0200	2.18
2211	2	1.19	0.0200	5.34
2212	0	1.15	0.0200	-0.31
2213	1	1.15	0.0200	2.01
2214	1	1.15	0.0200	6.84
2215	1	1.15	0.0200	6.22
2216	5	1.20	0.0200	19.75
2217	1	1.18	0.0200	8.57
2218	0	1.18	0.0200	2.74
2219	4	1.21	0.0200	12.51
2220	2	1.21	0.0200	9.61
2221	1	1.19	0.0200	4.72
2222	0	1.18	0.0200	2.47
2223	0	1.15	0.0200	1.09
2224	1	1.16	0.0200	1.98
2225	1	1.17	0.0200	3.75
2226	0	1.16	0.0200	-1.12
2227	0	1.15	0.0200	1.80
2228	0	1.12	0.0200	3.27
2229	1	1.13	0.0200	1.11
2230	0	1.12	0.0200	-1.13
2231	1	1.13	0.0200	0.88
2232	0	1.13	0.0200	5.83
2233	2	1.12	0.0200	6.00
2234	3	1.14	0.0200	9.29
2235	1	1.14	0.0200	1.79
2236	1	1.14	0.0200	7.85
2237	2	1.16	0.0200	12.19
2238	2	1.14	0.0200	6.07
2239	2	1.12	0.0200	9.78
2240	0	1.11	0.0200	2.58
2241	0	1.11	0.0200	0.07
2242	1	1.11	0.0200	3.51
2243	2	1.13	0.0200	6.32
2244	1	1.14	0.0200	2.28
2245	3	1.17	0.0200	13.92
2246	1	1.15	0.0200	2.42
2247	1	1.15	0.0200	-0.33
2248	0	1.14	0.0200	-1.46
2249	0	1.14	0.0200	0.20
2250	2	1.16	0.0200	3.60
2251	1	1.13	0.0200	15.17
2252	0	1.13	0.0200	-0.03
2253	0	1.13	0.0200	2.67
2254	0	1.12	0.0200	0.90
2255	0	1.11	0.0200	4.09
2256	0	1.11	0.0200	1.39
2257	0	1.07	0.0200	8.06
2258	0	1.05	0.0200	-0.18
2259	0	1.00	0.0200	-2.08
2260	0	0.99	0.0200	2.57
2261	0	0.94	0.0200	-1.22
2262	0	0.93	0.0200	0.16
2263	1	0.93	0.0200	14.48
2264	0	0.92	0.0200	0.93
2265	0	0.89	0.0200	-0.20
2266	0	0.87	0.0200	4.71
2267	0	0.86	0.0200	-1.01
2268	1	0.87	0.0200	2.80
2269	1	0.85	0.0200	3.38
2270	0	0.85	0.0200	12.45
2271	1	0.85	0.0200	16.66
2272	0	0.78	0.0200	4.19
2273	0	0.78	0.0200	1.45
2274	0	0.77	0.0200	6.89
2275	1	0.77	0.0200	8.23
2276	0	0.77	0.0200	10.85
2277	1	0.77	0.0200	2.83
2278	0	0.76	0.0200	2.45
2279	0	0.74	0.0200	13.09
2280	0	0.73	0.0200	5.76
2281	0	0.73	0.0200	-3.52
2282	0	0.73	0.0200	-1.01
2283	0	0.73	0.0200	3.32
2284	0	0.73	0.0200	7.08
2285	1	0.74	0.0200	5.54
2286	1	0.75	0.0200	7.36
2287	0	0.74	0.0200	5.70
2288	0	0.72	0.0200	4.12
2289	0	0.71	0.0200	1.67
2290	1	0.71	0.0200	7.38
2291	0	0.70	0.0200	13.83
2292	0	0.68	0.0200	6.59
2293	0	0.68	0.0200	-3.29
2294	1	0.69	0.0200	2.85
2295	0	0.69	0.0200	-2.55
2296	0	0.69	0.0200	7.61
2297	1	0.70	0.0200	10.18
2298	1	0.69	0.0200	6.25
2299	1	0.68	0.0200	4.47
2300	1	0.69	0.0200	13.57
2301	0	0.67	0.0200	-1.18
2302	0	0.67	0.0200	-0.56
2303	0	0.67	0.0200	24.77
2304	0	0.67	0.0200	0.16
2305	0	0.66	0.0200	0.84
2306	1	0.66	0.0200	2.18
2307	0	0.66	0.0200	-0.08
