Snake DQN Training Log - 20251014_164541
==================================================
Grid Size: 15x20
Total Episodes: 2000
Final Average Score: 0.57
Best Score: 17
Final Epsilon: 0.0500

Episode Details:
Episode	Score	AvgScore	Epsilon	Reward
194	5	1.58	0.0500	11.80
195	1	1.56	0.0500	-0.50
196	1	1.57	0.0500	3.76
197	6	1.63	0.0500	13.81
198	0	1.62	0.0500	0.77
199	4	1.66	0.0500	9.85
200	2	1.68	0.0500	4.40
201	0	1.68	0.0500	-1.86
202	3	1.71	0.0500	11.82
203	6	1.77	0.0500	12.14
204	5	1.82	0.0500	13.12
205	0	1.82	0.0500	1.75
206	4	1.86	0.0500	10.34
207	5	1.91	0.0500	9.57
208	2	1.93	0.0500	4.43
209	4	1.95	0.0500	9.28
210	2	1.97	0.0500	2.80
211	3	1.99	0.0500	6.85
212	0	1.97	0.0500	0.95
213	3	2.00	0.0500	3.66
214	2	2.02	0.0500	4.57
215	6	2.07	0.0500	15.54
216	0	2.07	0.0500	-0.23
217	6	2.12	0.0500	12.85
218	1	2.13	0.0500	2.93
219	1	2.14	0.0500	1.30
220	3	2.15	0.0500	8.82
221	0	2.15	0.0500	0.64
222	1	2.13	0.0500	0.43
223	1	2.14	0.0500	1.65
224	2	2.16	0.0500	2.42
225	1	2.16	0.0500	2.97
226	0	2.16	0.0500	1.39
227	0	2.15	0.0500	0.64
228	0	2.15	0.0500	-1.66
229	2	2.14	0.0500	3.96
230	4	2.18	0.0500	9.72
231	3	2.20	0.0500	6.12
232	2	2.21	0.0500	2.53
233	5	2.25	0.0500	15.39
234	2	2.27	0.0500	3.29
235	6	2.31	0.0500	14.17
236	3	2.34	0.0500	7.41
237	0	2.32	0.0500	-0.73
238	3	2.34	0.0500	7.76
239	6	2.36	0.0500	15.68
240	3	2.38	0.0500	6.11
241	5	2.42	0.0500	11.31
242	12	2.54	0.0500	31.84
243	2	2.54	0.0500	5.58
244	0	2.52	0.0500	-0.63
245	1	2.51	0.0500	2.80
246	0	2.48	0.0500	-0.06
247	6	2.54	0.0500	13.46
248	7	2.59	0.0500	16.27
249	2	2.60	0.0500	2.78
250	12	2.69	0.0500	31.07
251	2	2.70	0.0500	6.81
252	4	2.72	0.0500	5.84
253	0	2.67	0.0500	0.14
254	4	2.69	0.0500	13.67
255	1	2.67	0.0500	2.07
256	5	2.70	0.0500	8.72
257	4	2.73	0.0500	10.60
258	2	2.69	0.0500	7.58
259	2	2.69	0.0500	3.29
260	3	2.72	0.0500	9.32
261	2	2.72	0.0500	3.74
262	10	2.81	0.0500	20.17
263	3	2.79	0.0500	7.50
264	7	2.85	0.0500	16.09
265	0	2.85	0.0500	-1.59
266	1	2.84	0.0500	1.93
267	3	2.84	0.0500	5.67
268	8	2.91	0.0500	21.64
269	1	2.91	0.0500	0.26
270	2	2.91	0.0500	5.93
271	1	2.86	0.0500	6.79
272	1	2.84	0.0500	3.67
273	0	2.83	0.0500	-0.95
274	6	2.85	0.0500	16.70
275	4	2.84	0.0500	9.34
276	1	2.85	0.0500	2.31
277	2	2.85	0.0500	3.69
278	1	2.84	0.0500	1.41
279	0	2.82	0.0500	-1.58
280	5	2.84	0.0500	10.32
281	3	2.84	0.0500	7.76
282	2	2.84	0.0500	3.31
283	2	2.84	0.0500	4.24
284	3	2.86	0.0500	4.16
285	1	2.84	0.0500	3.03
286	3	2.82	0.0500	5.11
287	1	2.82	0.0500	1.64
288	2	2.80	0.0500	5.73
289	0	2.78	0.0500	-0.68
290	0	2.73	0.0500	2.09
291	2	2.72	0.0500	3.51
292	1	2.71	0.0500	0.77
293	5	2.76	0.0500	10.64
294	9	2.80	0.0500	24.71
295	1	2.80	0.0500	0.89
296	7	2.86	0.0500	21.29
297	4	2.84	0.0500	11.31
298	4	2.88	0.0500	9.49
299	2	2.86	0.0500	3.44
300	6	2.90	0.0500	14.21
301	0	2.90	0.0500	0.54
302	2	2.89	0.0500	5.58
303	2	2.85	0.0500	2.50
304	2	2.82	0.0500	3.78
305	0	2.82	0.0500	-1.97
306	3	2.81	0.0500	6.36
307	0	2.76	0.0500	-0.97
308	6	2.80	0.0500	11.65
309	2	2.78	0.0500	3.16
310	7	2.83	0.0500	16.68
311	4	2.84	0.0500	12.50
312	7	2.91	0.0500	17.95
313	5	2.93	0.0500	13.89
314	4	2.95	0.0500	9.52
315	2	2.91	0.0500	5.25
316	1	2.92	0.0500	2.55
317	17	3.03	0.0500	39.72
318	0	3.02	0.0500	2.16
319	0	3.01	0.0500	-0.75
320	3	3.01	0.0500	7.67
321	5	3.06	0.0500	13.01
322	9	3.14	0.0500	23.52
323	1	3.14	0.0500	2.30
324	0	3.12	0.0500	-1.70
325	7	3.18	0.0500	20.83
326	3	3.21	0.0500	3.12
327	6	3.27	0.0500	14.15
328	7	3.34	0.0500	15.91
329	0	3.32	0.0500	-1.28
330	3	3.31	0.0500	5.12
331	0	3.28	0.0500	-1.19
332	1	3.27	0.0500	0.12
333	0	3.22	0.0500	-0.94
334	0	3.20	0.0500	-1.48
335	0	3.14	0.0500	-1.59
336	1	3.12	0.0500	1.96
337	2	3.14	0.0500	5.79
338	1	3.12	0.0500	1.06
339	6	3.12	0.0500	15.62
340	4	3.13	0.0500	9.23
341	0	3.08	0.0500	0.42
342	4	3.00	0.0500	9.86
343	1	2.99	0.0500	5.96
344	3	3.02	0.0500	9.46
345	0	3.01	0.0500	1.90
346	0	3.01	0.0500	-1.59
347	2	2.97	0.0500	3.79
348	4	2.94	0.0500	17.31
349	3	2.95	0.0500	13.55
350	2	2.85	0.0500	3.04
351	1	2.84	0.0500	2.19
352	0	2.80	0.0500	5.58
353	0	2.80	0.0500	-1.00
354	3	2.79	0.0500	4.79
355	3	2.81	0.0500	4.41
356	1	2.77	0.0500	0.65
357	2	2.75	0.0500	3.04
358	0	2.73	0.0500	0.16
359	1	2.72	0.0500	2.46
360	1	2.70	0.0500	1.37
361	1	2.69	0.0500	7.48
362	3	2.62	0.0500	10.88
363	5	2.64	0.0500	10.20
364	1	2.58	0.0500	3.29
365	2	2.60	0.0500	6.09
366	1	2.60	0.0500	3.44
367	2	2.59	0.0500	4.13
368	2	2.53	0.0500	5.68
369	1	2.53	0.0500	0.69
370	1	2.52	0.0500	1.32
371	1	2.52	0.0500	2.13
372	1	2.52	0.0500	4.11
373	2	2.54	0.0500	3.52
374	4	2.52	0.0500	10.54
375	3	2.51	0.0500	5.25
376	2	2.52	0.0500	3.04
377	2	2.52	0.0500	6.75
378	2	2.53	0.0500	2.59
379	0	2.53	0.0500	-0.09
380	0	2.48	0.0500	6.15
381	0	2.45	0.0500	0.63
382	1	2.44	0.0500	1.81
383	3	2.45	0.0500	7.84
384	3	2.45	0.0500	16.31
385	3	2.47	0.0500	8.19
386	0	2.44	0.0500	-1.12
387	2	2.45	0.0500	7.49
388	3	2.46	0.0500	8.27
389	0	2.46	0.0500	-0.40
390	0	2.46	0.0500	0.83
391	2	2.46	0.0500	5.21
392	2	2.47	0.0500	8.49
393	2	2.44	0.0500	2.40
394	3	2.38	0.0500	6.15
395	3	2.40	0.0500	15.21
396	0	2.33	0.0500	2.02
397	1	2.30	0.0500	0.88
398	2	2.28	0.0500	11.73
399	0	2.26	0.0500	4.20
400	1	2.21	0.0500	1.08
401	0	2.21	0.0500	-0.12
402	0	2.19	0.0500	-0.26
403	0	2.17	0.0500	1.69
404	1	2.16	0.0500	1.15
405	0	2.16	0.0500	2.55
406	0	2.13	0.0500	-0.99
407	0	2.13	0.0500	-1.90
408	2	2.09	0.0500	3.97
409	0	2.07	0.0500	1.48
410	0	2.00	0.0500	0.10
411	0	1.96	0.0500	0.50
412	0	1.89	0.0500	-0.24
413	0	1.84	0.0500	-1.19
414	0	1.80	0.0500	0.88
415	0	1.78	0.0500	-1.10
416	0	1.77	0.0500	-0.10
417	0	1.60	0.0500	0.39
418	0	1.60	0.0500	-0.56
419	0	1.60	0.0500	-0.88
420	0	1.57	0.0500	1.39
421	1	1.53	0.0500	3.64
422	0	1.44	0.0500	-1.79
423	1	1.44	0.0500	2.37
424	2	1.46	0.0500	5.40
425	3	1.42	0.0500	7.61
426	1	1.40	0.0500	1.92
427	0	1.34	0.0500	-1.02
428	0	1.27	0.0500	0.10
429	2	1.29	0.0500	3.52
430	0	1.26	0.0500	-1.70
431	1	1.27	0.0500	2.12
432	1	1.27	0.0500	2.49
433	0	1.27	0.0500	-1.81
434	1	1.28	0.0500	3.45
435	0	1.28	0.0500	1.88
436	1	1.28	0.0500	1.93
437	0	1.26	0.0500	-1.30
438	0	1.25	0.0500	-1.27
439	0	1.19	0.0500	1.97
440	4	1.19	0.0500	6.95
441	1	1.20	0.0500	2.40
442	1	1.17	0.0500	1.28
443	3	1.19	0.0500	8.14
444	1	1.17	0.0500	3.86
445	0	1.17	0.0500	-1.81
446	1	1.18	0.0500	0.46
447	2	1.18	0.0500	3.52
448	0	1.14	0.0500	1.35
449	1	1.12	0.0500	3.87
450	2	1.12	0.0500	2.23
451	0	1.11	0.0500	-0.84
452	0	1.11	0.0500	-1.70
453	1	1.12	0.0500	1.58
454	1	1.10	0.0500	2.34
455	1	1.08	0.0500	3.35
456	0	1.07	0.0500	-0.09
457	0	1.05	0.0500	-0.41
458	0	1.05	0.0500	-1.49
459	0	1.04	0.0500	-0.63
460	0	1.03	0.0500	-1.70
461	0	1.02	0.0500	0.10
462	0	0.99	0.0500	-0.09
463	0	0.94	0.0500	-0.76
464	0	0.93	0.0500	-1.31
465	0	0.91	0.0500	0.87
466	0	0.90	0.0500	-1.79
467	1	0.89	0.0500	2.58
468	1	0.88	0.0500	1.79
469	0	0.87	0.0500	-1.75
470	0	0.86	0.0500	0.34
471	2	0.87	0.0500	5.39
472	0	0.86	0.0500	-0.39
473	0	0.84	0.0500	0.02
474	3	0.83	0.0500	10.54
475	3	0.83	0.0500	5.96
476	0	0.81	0.0500	-0.55
477	0	0.79	0.0500	-1.70
478	0	0.77	0.0500	-0.50
479	1	0.78	0.0500	1.21
480	0	0.78	0.0500	0.27
481	0	0.78	0.0500	-1.81
482	0	0.77	0.0500	1.15
483	1	0.75	0.0500	1.20
484	0	0.72	0.0500	-0.76
485	2	0.71	0.0500	8.45
486	1	0.72	0.0500	1.29
487	0	0.70	0.0500	-1.53
488	2	0.69	0.0500	5.01
489	1	0.70	0.0500	1.43
490	1	0.71	0.0500	3.40
491	0	0.69	0.0500	-1.61
492	0	0.67	0.0500	-1.10
493	2	0.67	0.0500	5.82
494	1	0.65	0.0500	2.44
495	1	0.63	0.0500	1.91
496	1	0.64	0.0500	1.83
497	0	0.63	0.0500	-0.10
498	0	0.61	0.0500	-1.74
499	0	0.61	0.0500	-0.00
500	1	0.61	0.0500	2.85
501	0	0.61	0.0500	-0.57
502	0	0.61	0.0500	-1.70
503	0	0.61	0.0500	-1.48
504	1	0.61	0.0500	0.74
505	0	0.61	0.0500	-1.08
506	0	0.61	0.0500	0.45
507	0	0.61	0.0500	-1.19
508	1	0.60	0.0500	4.44
509	2	0.62	0.0500	4.84
510	0	0.62	0.0500	-0.32
511	1	0.63	0.0500	2.23
512	0	0.63	0.0500	-1.03
513	2	0.65	0.0500	5.15
514	1	0.66	0.0500	1.41
515	1	0.67	0.0500	0.84
516	0	0.67	0.0500	0.64
517	1	0.68	0.0500	2.63
518	0	0.68	0.0500	1.12
519	0	0.68	0.0500	-0.77
520	0	0.68	0.0500	2.51
521	1	0.68	0.0500	-0.11
522	0	0.68	0.0500	-0.58
523	0	0.67	0.0500	0.94
524	0	0.65	0.0500	-0.50
525	2	0.64	0.0500	7.19
526	0	0.63	0.0500	-1.09
527	3	0.66	0.0500	11.27
528	0	0.66	0.0500	4.76
529	2	0.66	0.0500	7.09
530	2	0.68	0.0500	5.16
531	0	0.67	0.0500	0.35
532	1	0.67	0.0500	4.54
533	0	0.67	0.0500	-0.48
534	3	0.69	0.0500	12.94
535	1	0.70	0.0500	0.94
536	6	0.75	0.0500	23.06
537	2	0.77	0.0500	4.61
538	4	0.81	0.0500	11.48
539	5	0.86	0.0500	15.70
540	0	0.82	0.0500	-1.81
541	5	0.86	0.0500	11.78
542	1	0.86	0.0500	1.32
543	2	0.85	0.0500	3.12
544	0	0.84	0.0500	1.67
545	0	0.84	0.0500	-1.39
546	1	0.84	0.0500	2.45
547	1	0.83	0.0500	0.90
548	0	0.83	0.0500	3.31
549	0	0.82	0.0500	-1.39
550	1	0.81	0.0500	0.79
551	0	0.81	0.0500	-0.70
552	0	0.81	0.0500	3.12
553	1	0.81	0.0500	3.95
554	0	0.80	0.0500	-0.30
555	1	0.80	0.0500	3.07
556	1	0.81	0.0500	5.07
557	1	0.82	0.0500	2.41
558	3	0.85	0.0500	10.14
559	1	0.86	0.0500	2.66
560	0	0.86	0.0500	-0.17
561	0	0.86	0.0500	0.70
562	0	0.86	0.0500	-1.61
563	0	0.86	0.0500	0.21
564	1	0.87	0.0500	2.41
565	0	0.87	0.0500	0.20
566	0	0.87	0.0500	-1.53
567	0	0.86	0.0500	-1.48
568	9	0.94	0.0500	23.59
569	0	0.94	0.0500	-0.08
570	1	0.95	0.0500	2.41
571	1	0.94	0.0500	3.72
572	1	0.95	0.0500	8.62
573	1	0.96	0.0500	2.12
574	0	0.93	0.0500	-1.30
575	1	0.91	0.0500	3.64
576	0	0.91	0.0500	-1.30
577	0	0.91	0.0500	-0.50
578	0	0.91	0.0500	-0.99
579	0	0.90	0.0500	1.23
580	0	0.90	0.0500	-0.91
581	1	0.91	0.0500	1.61
582	0	0.91	0.0500	-1.90
583	1	0.91	0.0500	1.27
584	0	0.91	0.0500	-1.70
585	1	0.90	0.0500	4.64
586	1	0.90	0.0500	0.90
587	0	0.90	0.0500	-0.07
588	0	0.88	0.0500	-1.37
589	0	0.87	0.0500	-1.01
590	1	0.87	0.0500	0.49
591	0	0.87	0.0500	-1.66
592	0	0.87	0.0500	-1.48
593	2	0.87	0.0500	4.54
594	0	0.86	0.0500	-1.00
595	0	0.85	0.0500	-0.77
596	0	0.84	0.0500	-0.37
597	2	0.86	0.0500	4.19
598	1	0.87	0.0500	1.14
599	0	0.87	0.0500	-0.74
600	0	0.86	0.0500	-1.45
601	2	0.88	0.0500	8.42
602	0	0.88	0.0500	-0.01
603	0	0.88	0.0500	-2.44
604	2	0.89	0.0500	2.23
605	1	0.90	0.0500	2.04
606	6	0.96	0.0500	18.50
607	0	0.96	0.0500	-1.37
608	0	0.95	0.0500	0.10
609	2	0.95	0.0500	5.22
610	3	0.98	0.0500	8.10
611	1	0.98	0.0500	3.90
612	0	0.98	0.0500	-1.21
613	2	0.98	0.0500	5.95
614	0	0.97	0.0500	-0.50
615	1	0.97	0.0500	4.42
616	1	0.98	0.0500	0.56
617	2	0.99	0.0500	2.52
618	0	0.99	0.0500	-0.19
619	2	1.01	0.0500	2.77
620	1	1.02	0.0500	3.02
621	0	1.01	0.0500	-1.99
622	1	1.02	0.0500	1.86
623	0	1.02	0.0500	-0.77
624	0	1.02	0.0500	-1.24
625	1	1.01	0.0500	1.20
626	0	1.01	0.0500	0.59
627	3	1.01	0.0500	8.71
628	3	1.04	0.0500	10.06
629	0	1.02	0.0500	-1.88
630	0	1.00	0.0500	-1.33
631	2	1.02	0.0500	6.44
632	0	1.01	0.0500	-1.32
633	0	1.01	0.0500	0.18
634	1	0.99	0.0500	4.29
635	0	0.98	0.0500	-0.60
636	2	0.94	0.0500	6.22
637	2	0.94	0.0500	3.30
638	1	0.91	0.0500	2.70
639	0	0.86	0.0500	-0.50
640	1	0.87	0.0500	0.86
641	0	0.82	0.0500	-2.44
642	1	0.82	0.0500	0.42
643	0	0.80	0.0500	0.43
644	0	0.80	0.0500	-2.22
645	2	0.82	0.0500	4.14
646	0	0.81	0.0500	-0.86
647	2	0.82	0.0500	3.99
648	0	0.82	0.0500	-0.34
649	1	0.83	0.0500	1.10
650	1	0.83	0.0500	0.36
651	1	0.84	0.0500	3.26
652	1	0.85	0.0500	1.36
653	1	0.85	0.0500	0.63
654	0	0.85	0.0500	-2.00
655	3	0.87	0.0500	5.87
656	0	0.86	0.0500	0.10
657	1	0.86	0.0500	0.25
658	1	0.84	0.0500	1.35
659	0	0.83	0.0500	-0.86
660	0	0.83	0.0500	-1.24
661	2	0.85	0.0500	6.36
662	0	0.85	0.0500	-1.70
663	2	0.87	0.0500	4.36
664	1	0.87	0.0500	1.53
665	0	0.87	0.0500	0.38
666	1	0.88	0.0500	1.57
667	0	0.88	0.0500	-0.77
668	2	0.81	0.0500	4.60
669	0	0.81	0.0500	-1.04
670	2	0.82	0.0500	5.88
671	0	0.81	0.0500	-1.16
672	0	0.80	0.0500	-1.36
673	1	0.80	0.0500	-1.14
674	1	0.81	0.0500	1.34
675	0	0.80	0.0500	2.20
676	0	0.80	0.0500	-2.02
677	2	0.82	0.0500	7.75
678	1	0.83	0.0500	1.60
679	2	0.85	0.0500	6.27
680	0	0.85	0.0500	-1.90
681	1	0.85	0.0500	3.77
682	0	0.85	0.0500	-1.04
683	2	0.86	0.0500	2.52
684	1	0.87	0.0500	-0.70
685	3	0.89	0.0500	10.85
686	1	0.89	0.0500	-0.30
687	7	0.96	0.0500	17.33
688	0	0.96	0.0500	0.10
689	0	0.96	0.0500	-1.64
690	0	0.95	0.0500	-1.90
691	2	0.97	0.0500	1.85
692	0	0.97	0.0500	-0.32
693	2	0.97	0.0500	6.65
694	1	0.98	0.0500	4.35
695	0	0.98	0.0500	0.29
696	2	1.00	0.0500	4.75
697	0	0.98	0.0500	-0.24
698	0	0.97	0.0500	2.09
699	1	0.98	0.0500	0.42
700	0	0.98	0.0500	-1.32
701	2	0.98	0.0500	3.43
702	0	0.98	0.0500	-0.64
703	0	0.98	0.0500	-0.77
704	1	0.97	0.0500	2.38
705	1	0.97	0.0500	2.28
706	0	0.91	0.0500	-1.15
707	5	0.96	0.0500	13.06
708	2	0.98	0.0500	5.46
709	1	0.97	0.0500	2.96
710	0	0.94	0.0500	-0.86
711	0	0.93	0.0500	0.23
712	3	0.96	0.0500	7.64
713	0	0.94	0.0500	-1.08
714	2	0.96	0.0500	5.14
715	3	0.98	0.0500	11.55
716	0	0.97	0.0500	-0.84
717	4	0.99	0.0500	12.30
718	2	1.01	0.0500	4.50
719	2	1.01	0.0500	0.81
720	1	1.01	0.0500	1.96
721	1	1.02	0.0500	0.92
722	0	1.01	0.0500	-0.24
723	2	1.03	0.0500	2.70
724	0	1.03	0.0500	0.09
725	3	1.05	0.0500	5.49
726	3	1.08	0.0500	9.44
727	5	1.10	0.0500	13.40
728	1	1.08	0.0500	0.77
729	0	1.08	0.0500	-0.78
730	4	1.12	0.0500	11.63
731	1	1.11	0.0500	3.43
732	0	1.11	0.0500	-1.48
733	0	1.11	0.0500	-1.90
734	1	1.11	0.0500	1.50
735	4	1.15	0.0500	8.43
736	1	1.14	0.0500	1.30
737	1	1.13	0.0500	0.38
738	0	1.12	0.0500	1.16
739	2	1.14	0.0500	5.16
740	1	1.14	0.0500	0.94
741	0	1.14	0.0500	-1.81
742	2	1.15	0.0500	3.25
743	2	1.17	0.0500	2.99
744	0	1.17	0.0500	-2.14
745	0	1.15	0.0500	-0.04
746	1	1.16	0.0500	3.13
747	0	1.14	0.0500	-1.94
748	1	1.15	0.0500	0.86
749	2	1.16	0.0500	3.86
750	1	1.16	0.0500	1.96
751	2	1.17	0.0500	5.10
752	0	1.16	0.0500	-0.56
753	1	1.16	0.0500	1.86
754	0	1.16	0.0500	-0.82
755	0	1.13	0.0500	-1.99
756	1	1.14	0.0500	0.23
757	1	1.14	0.0500	4.29
758	0	1.13	0.0500	-1.66
759	1	1.14	0.0500	2.04
760	4	1.18	0.0500	9.27
761	0	1.16	0.0500	0.56
762	0	1.16	0.0500	-1.90
763	0	1.14	0.0500	-2.44
764	1	1.14	0.0500	1.26
765	0	1.14	0.0500	-0.44
766	1	1.14	0.0500	1.78
767	1	1.15	0.0500	1.20
768	1	1.14	0.0500	1.14
769	2	1.16	0.0500	6.44
770	0	1.14	0.0500	-2.24
771	3	1.17	0.0500	7.77
772	0	1.17	0.0500	-1.59
773	0	1.16	0.0500	0.02
774	0	1.15	0.0500	2.11
775	2	1.17	0.0500	4.82
776	1	1.18	0.0500	2.64
777	0	1.16	0.0500	-0.36
778	1	1.16	0.0500	2.36
779	1	1.15	0.0500	3.58
780	2	1.17	0.0500	1.80
781	2	1.18	0.0500	6.06
782	0	1.18	0.0500	-0.62
783	0	1.16	0.0500	-1.81
784	0	1.15	0.0500	0.39
785	2	1.14	0.0500	3.16
786	1	1.14	0.0500	-0.48
787	5	1.12	0.0500	15.41
788	4	1.16	0.0500	8.11
789	2	1.18	0.0500	4.37
790	1	1.19	0.0500	1.44
791	0	1.17	0.0500	-1.81
792	0	1.17	0.0500	-0.80
